Head no,Universe,DMX Address,X Pos,Y Pos,Z Pos,RotX,RotY,RotZ,Name,Path
0,1,118,3.834,7.866,-5.355,0,180,180,MovingLight_69,Lighting/MovingLightGroup/MovingLight_69
0,1,127,7.922,7.866,-5.355,0,180,180,MovingLight_70,Lighting/MovingLightGroup/MovingLight_70
0,0,0,-6.155,8.728,4.35,90,0,0,TiltBody.001,Lighting/MovingLightGroup/MovingLight/PanBody/TiltBody/TiltBody.001
0,0,0,-6.155,8.728,4.35,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-4.629,8.728,4.35,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_1/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-3.08,8.728,4.35,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_2/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-1.536,8.728,4.35,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_3/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-0.005,8.728,4.35,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_4/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,1.546,8.728,4.35,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_5/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,3.09,8.728,4.35,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_6/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,4.606,8.728,4.35,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_7/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,6.17,8.728,4.35,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_8/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-6.155,8.728,1.34,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_9/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-4.629,8.728,1.34,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_10/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-3.08,8.728,1.34,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_11/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-1.536,8.728,1.34,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_12/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-0.005,8.728,1.34,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_13/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,1.546,8.728,1.34,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_14/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,3.09,8.728,1.34,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_15/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,4.606,8.728,1.34,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_16/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,6.17,8.728,1.34,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_17/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-6.155,8.728,-1.64,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_18/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-4.629,8.728,-1.64,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_19/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-3.08,8.728,-1.64,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_20/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-1.536,8.728,-1.64,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_21/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-0.005,8.728,-1.64,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_22/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,1.546,8.728,-1.64,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_23/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,3.09,8.728,-1.64,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_24/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,4.606,8.728,-1.64,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_25/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,6.17,8.728,-1.64,90,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_26/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-7.988,3.992,-3.915,270,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_27/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-3.994,3.992,-3.915,270,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_28/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-0.023,3.992,-3.915,270,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_29/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,3.992,3.992,-3.915,270,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_30/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,7.995,3.992,-3.915,270,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_31/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-7.98,0.835,3.11,270,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_32/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-4.003,0.835,3.11,270,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_33/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-0.007,0.835,3.11,270,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_34/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,3.998,0.835,3.11,270,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_35/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,7.999,0.835,3.11,270,0,0,Spot Light,Lighting/MovingLightGroup/MovingLight_36/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,11.461,1.795,4.318,0,270,0,Spot Light,Lighting/MovingLightGroup/MovingLight_37/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,11.461,1.795,1.122,0,270,0,Spot Light,Lighting/MovingLightGroup/MovingLight_38/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,11.461,1.795,-2.158,0,270,0,Spot Light,Lighting/MovingLightGroup/MovingLight_39/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,11.461,3.796,4.318,0,270,0,Spot Light,Lighting/MovingLightGroup/MovingLight_40/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,11.461,3.796,1.122,0,270,0,Spot Light,Lighting/MovingLightGroup/MovingLight_41/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,11.461,3.796,-2.158,0,270,0,Spot Light,Lighting/MovingLightGroup/MovingLight_42/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,11.461,5.818,4.318,0,270,0,Spot Light,Lighting/MovingLightGroup/MovingLight_43/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,11.461,5.818,1.122,0,270,0,Spot Light,Lighting/MovingLightGroup/MovingLight_44/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,11.461,5.818,-2.158,0,270,0,Spot Light,Lighting/MovingLightGroup/MovingLight_45/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,11.461,7.851,4.318,0,270,0,Spot Light,Lighting/MovingLightGroup/MovingLight_46/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,11.461,7.851,1.122,0,270,0,Spot Light,Lighting/MovingLightGroup/MovingLight_47/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,11.461,7.851,-2.158,0,270,0,Spot Light,Lighting/MovingLightGroup/MovingLight_48/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-11.378,1.795,4.318,0,90,180,Spot Light,Lighting/MovingLightGroup/MovingLight_49/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-11.378,1.795,1.122,0,90,180,Spot Light,Lighting/MovingLightGroup/MovingLight_50/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-11.378,1.795,-2.158,0,90,180,Spot Light,Lighting/MovingLightGroup/MovingLight_51/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-11.378,3.796,4.318,0,90,180,Spot Light,Lighting/MovingLightGroup/MovingLight_52/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-11.378,3.796,1.122,0,90,180,Spot Light,Lighting/MovingLightGroup/MovingLight_53/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-11.378,3.796,-2.158,0,90,180,Spot Light,Lighting/MovingLightGroup/MovingLight_54/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-11.378,5.818,4.318,0,90,180,Spot Light,Lighting/MovingLightGroup/MovingLight_55/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-11.378,5.818,1.122,0,90,180,Spot Light,Lighting/MovingLightGroup/MovingLight_56/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-11.378,5.818,-2.158,0,90,180,Spot Light,Lighting/MovingLightGroup/MovingLight_57/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-11.378,7.851,4.318,0,90,180,Spot Light,Lighting/MovingLightGroup/MovingLight_58/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-11.378,7.851,1.122,0,90,180,Spot Light,Lighting/MovingLightGroup/MovingLight_59/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-11.378,7.851,-2.158,0,90,180,Spot Light,Lighting/MovingLightGroup/MovingLight_60/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-8.029,5.809,-5.01,0,180,180,Spot Light,Lighting/MovingLightGroup/MovingLight_61/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-4.074,5.815,-5.01,0,180,180,Spot Light,Lighting/MovingLightGroup/MovingLight_62/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-0.034,5.815,-5.01,0,180,180,Spot Light,Lighting/MovingLightGroup/MovingLight_63/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,3.834,5.815,-5.01,0,180,180,Spot Light,Lighting/MovingLightGroup/MovingLight_64/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,7.922,5.815,-5.01,0,180,180,Spot Light,Lighting/MovingLightGroup/MovingLight_65/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-8.029,7.86,-5.01,0,180,180,Spot Light,Lighting/MovingLightGroup/MovingLight_66/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-4.074,7.866,-5.01,0,180,180,Spot Light,Lighting/MovingLightGroup/MovingLight_67/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-0.034,7.866,-5.01,0,180,180,Spot Light,Lighting/MovingLightGroup/MovingLight_68/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,3.834,7.866,-5.01,0,180,180,Spot Light,Lighting/MovingLightGroup/MovingLight_69/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,7.922,7.866,-5.01,0,180,180,Spot Light,Lighting/MovingLightGroup/MovingLight_70/PanBody/TiltBody/TiltBody.001/Spot Light
0,0,0,-4.629,8.728,4.35,90,0,0,TiltBody.001,Lighting/MovingLightGroup/MovingLight_1/PanBody/TiltBody/TiltBody.001
0,0,0,-3.08,8.728,4.35,90,0,0,TiltBody.001,Lighting/MovingLightGroup/MovingLight_2/PanBody/TiltBody/TiltBody.001
0,0,0,-1.536,8.728,4.35,90,0,0,TiltBody.001,Lighting/MovingLightGroup/MovingLight_3/PanBody/TiltBody/TiltBody.001
0,0,0,-0.005,8.728,4.35,90,0,0,TiltBody.001,Lighting/MovingLightGroup/MovingLight_4/PanBody/TiltBody/TiltBody.001
0,0,0,1.546,8.728,4.35,90,0,0,TiltBody.001,Lighting/MovingLightGroup/MovingLight_5/PanBody/TiltBody/TiltBody.001
0,0,0,-6.155,8.893,4.35,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight/PanBody
0,0,0,-4.629,8.893,4.35,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_1/PanBody
0,0,0,-3.08,8.893,4.35,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_2/PanBody
0,0,0,-1.536,8.893,4.35,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_3/PanBody
0,0,0,-0.005,8.893,4.35,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_4/PanBody
0,0,0,1.546,8.893,4.35,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_5/PanBody
0,0,0,3.09,8.893,4.35,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_6/PanBody
0,0,0,4.606,8.893,4.35,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_7/PanBody
0,0,0,6.17,8.893,4.35,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_8/PanBody
0,0,0,-6.155,8.893,1.34,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_9/PanBody
0,0,0,-4.629,8.893,1.34,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_10/PanBody
0,0,0,-3.08,8.893,1.34,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_11/PanBody
0,0,0,-1.536,8.893,1.34,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_12/PanBody
0,0,0,-0.005,8.893,1.34,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_13/PanBody
0,0,0,1.546,8.893,1.34,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_14/PanBody
0,0,0,3.09,8.893,1.34,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_15/PanBody
0,0,0,4.606,8.893,1.34,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_16/PanBody
0,0,0,6.17,8.893,1.34,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_17/PanBody
0,0,0,-6.155,8.893,-1.64,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_18/PanBody
0,0,0,-4.629,8.893,-1.64,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_19/PanBody
0,0,0,-3.08,8.893,-1.64,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_20/PanBody
0,0,0,-1.536,8.893,-1.64,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_21/PanBody
0,0,0,-0.005,8.893,-1.64,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_22/PanBody
0,0,0,1.546,8.893,-1.64,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_23/PanBody
0,0,0,3.09,8.893,-1.64,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_24/PanBody
0,0,0,4.606,8.893,-1.64,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_25/PanBody
0,0,0,6.17,8.893,-1.64,90,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_26/PanBody
0,0,0,-7.988,3.827,-3.915,270,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_27/PanBody
0,0,0,-3.994,3.827,-3.915,270,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_28/PanBody
0,0,0,-0.023,3.827,-3.915,270,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_29/PanBody
0,0,0,3.992,3.827,-3.915,270,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_30/PanBody
0,0,0,7.995,3.827,-3.915,270,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_31/PanBody
0,0,0,-7.98,0.67,3.11,270,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_32/PanBody
0,0,0,-4.003,0.67,3.11,270,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_33/PanBody
0,0,0,-0.007,0.67,3.11,270,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_34/PanBody
0,0,0,3.998,0.67,3.11,270,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_35/PanBody
0,0,0,7.999,0.67,3.11,270,0,0,PanBody,Lighting/MovingLightGroup/MovingLight_36/PanBody
0,0,0,11.626,1.795,4.318,0,270,0,PanBody,Lighting/MovingLightGroup/MovingLight_37/PanBody
0,0,0,11.626,1.795,1.122,0,270,0,PanBody,Lighting/MovingLightGroup/MovingLight_38/PanBody
0,0,0,11.626,1.795,-2.158,0,270,0,PanBody,Lighting/MovingLightGroup/MovingLight_39/PanBody
0,0,0,11.626,3.796,4.318,0,270,0,PanBody,Lighting/MovingLightGroup/MovingLight_40/PanBody
0,0,0,11.626,3.796,1.122,0,270,0,PanBody,Lighting/MovingLightGroup/MovingLight_41/PanBody
0,0,0,11.626,3.796,-2.158,0,270,0,PanBody,Lighting/MovingLightGroup/MovingLight_42/PanBody
0,0,0,11.626,5.818,4.318,0,270,0,PanBody,Lighting/MovingLightGroup/MovingLight_43/PanBody
0,0,0,11.626,5.818,1.122,0,270,0,PanBody,Lighting/MovingLightGroup/MovingLight_44/PanBody
0,0,0,11.626,5.818,-2.158,0,270,0,PanBody,Lighting/MovingLightGroup/MovingLight_45/PanBody
0,0,0,11.626,7.851,4.318,0,270,0,PanBody,Lighting/MovingLightGroup/MovingLight_46/PanBody
0,0,0,11.626,7.851,1.122,0,270,0,PanBody,Lighting/MovingLightGroup/MovingLight_47/PanBody
0,0,0,11.626,7.851,-2.158,0,270,0,PanBody,Lighting/MovingLightGroup/MovingLight_48/PanBody
0,0,0,-11.543,1.795,4.318,0,90,180,PanBody,Lighting/MovingLightGroup/MovingLight_49/PanBody
0,0,0,-11.543,1.795,1.122,0,90,180,PanBody,Lighting/MovingLightGroup/MovingLight_50/PanBody
0,0,0,-11.543,1.795,-2.158,0,90,180,PanBody,Lighting/MovingLightGroup/MovingLight_51/PanBody
0,0,0,-11.543,3.796,4.318,0,90,180,PanBody,Lighting/MovingLightGroup/MovingLight_52/PanBody
0,0,0,-11.543,3.796,1.122,0,90,180,PanBody,Lighting/MovingLightGroup/MovingLight_53/PanBody
0,0,0,-11.543,3.796,-2.158,0,90,180,PanBody,Lighting/MovingLightGroup/MovingLight_54/PanBody
0,0,0,-11.543,5.818,4.318,0,90,180,PanBody,Lighting/MovingLightGroup/MovingLight_55/PanBody
0,0,0,-11.543,5.818,1.122,0,90,180,PanBody,Lighting/MovingLightGroup/MovingLight_56/PanBody
0,0,0,-11.543,5.818,-2.158,0,90,180,PanBody,Lighting/MovingLightGroup/MovingLight_57/PanBody
0,0,0,-11.543,7.851,4.318,0,90,180,PanBody,Lighting/MovingLightGroup/MovingLight_58/PanBody
0,0,0,-11.543,7.851,1.122,0,90,180,PanBody,Lighting/MovingLightGroup/MovingLight_59/PanBody
0,0,0,-11.543,7.851,-2.158,0,90,180,PanBody,Lighting/MovingLightGroup/MovingLight_60/PanBody
0,0,0,-8.029,5.809,-5.175,0,180,180,PanBody,Lighting/MovingLightGroup/MovingLight_61/PanBody
0,0,0,-4.074,5.815,-5.175,0,180,180,PanBody,Lighting/MovingLightGroup/MovingLight_62/PanBody
0,0,0,-0.034,5.815,-5.175,0,180,180,PanBody,Lighting/MovingLightGroup/MovingLight_63/PanBody
0,0,0,3.834,5.815,-5.175,0,180,180,PanBody,Lighting/MovingLightGroup/MovingLight_64/PanBody
0,0,0,7.922,5.815,-5.175,0,180,180,PanBody,Lighting/MovingLightGroup/MovingLight_65/PanBody
0,0,0,-8.029,7.86,-5.175,0,180,180,PanBody,Lighting/MovingLightGroup/MovingLight_66/PanBody
0,0,0,-4.074,7.866,-5.175,0,180,180,PanBody,Lighting/MovingLightGroup/MovingLight_67/PanBody
0,0,0,-0.034,7.866,-5.175,0,180,180,PanBody,Lighting/MovingLightGroup/MovingLight_68/PanBody
