Head,Name,Manufacturer,Model,Mode,Universe,Address,X Pos(MagicQ),Y Pos(MagicQ),Z Pos(MagicQ),X Rot(MagicQ),Y Rot(MagicQ),Z Rot(MagicQ),X Pos(Unity),Y Pos(Unity),Z Pos(Unity),X Rot(Unity),Y Rot(Unity),Z Rot(Unity)
6,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
7,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
8,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
9,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
10,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
11,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
12,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
13,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
65,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
117,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
169,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
221,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
273,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
325,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
377,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
429,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
481,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
14,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
66,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
118,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
170,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
222,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
274,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
326,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
378,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
430,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
482,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
15,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
67,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
119,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
171,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
223,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
275,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
327,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
379,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
431,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
483,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
33,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
85,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
137,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
189,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
241,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
293,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
345,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
397,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
449,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
501,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
34,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
86,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
138,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
190,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
242,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
294,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
346,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
398,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
450,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
502,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
35,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
87,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
139,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
191,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
243,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
295,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
347,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
399,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
451,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
503,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
36,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
88,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
140,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
192,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
244,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
296,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
348,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
400,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
452,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
504,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
37,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
89,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
141,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
193,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
245,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
297,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
349,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
401,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
453,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
505,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
41,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
93,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
145,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
197,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
249,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
301,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
353,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
405,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
457,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
509,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
46,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
98,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
150,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
202,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
254,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
306,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
358,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
410,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
462,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
514,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
47,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
99,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
151,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
203,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
255,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
307,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
359,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
411,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
463,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
515,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
48,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
100,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
152,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
204,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
256,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
308,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
360,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
412,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
464,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
516,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
49,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
101,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
153,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
205,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
257,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
309,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
361,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
413,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
465,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
517,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
50,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,1.34m,-179.98°,90°,0°,-6.895,8.743,-1.344,270.02,270,0
102,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.44m,8.74m,1.34m,-179.98°,90°,0°,-5.436,8.743,-1.344,270.02,270,0
154,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.8m,8.74m,1.34m,-179.98°,90°,0°,-3.799,8.743,-1.344,270.02,270,0
206,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.36m,8.74m,1.34m,-179.98°,90°,0°,-2.355,8.743,-1.344,270.02,270,0
258,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,1.34m,-179.98°,90°,0°,-0.747,8.743,-1.344,270.02,270,0
310,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.75m,8.74m,1.34m,-179.98°,90°,0°,0.75,8.743,-1.344,270.02,270,0
362,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.34m,8.74m,1.34m,-179.98°,90°,0°,2.34,8.743,-1.344,270.02,270,0
414,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,1.34m,-179.98°,90°,0°,3.831,8.743,-1.344,270.02,270,0
466,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.43m,8.74m,1.34m,-179.98°,90°,0°,5.43,8.743,-1.344,270.02,270,0
518,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.91m,8.74m,1.34m,-179.98°,90°,0°,6.91,8.743,-1.344,270.02,270,0
51,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.91m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,-6.91,8.769,-1.312,4.82,177.83,269.8
103,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.45m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,-5.451,8.769,-1.312,4.82,177.83,269.8
155,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.81m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,-3.814,8.769,-1.312,4.82,177.83,269.8
207,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.37m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,-2.37,8.769,-1.312,4.82,177.83,269.8
259,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.76m,8.77m,1.31m,-85.18°,-2.17°,-90.2°,-0.762,8.769,-1.312,4.82,177.83,269.8
